dataset,kernel,method,degree,bias,proj,comp,comp_real,full_cov,ahle,tree,kernel_var,kernel_len,k_frob_error,k_rel_frob_error,D,E,feature_dist,noise_var,feature_time,maclaurin_time,seed
Energy,polynomial,maclaurin,20,0.5,rademacher,False,False,False,False,False,93.43644714355469,1.4142135381698608,7538.79931640625,0.9797836542129517,40,0,"[1, 1, 1, 7, 29]",0.001,0.002691984176635742,4.978972911834717,7
Energy,polynomial,maclaurin,20,0.5,rademacher,False,False,False,False,False,93.45199584960938,1.4142135381698608,7582.41357421875,0.9726963639259338,40,0,"[1, 1, 1, 7, 29]",0.001,0.0027980804443359375,5.024194717407227,8
Energy,polynomial,maclaurin,20,0.5,rademacher,False,False,False,False,False,92.88184356689453,1.4142135381698608,7602.46728515625,0.9628556966781616,40,0,"[1, 1, 1, 7, 29]",0.001,0.0028209686279296875,5.157618761062622,9
Energy,polynomial,maclaurin,20,0.5,rademacher,False,False,False,False,False,93.55865478515625,1.4142135381698608,7686.98486328125,0.9632470011711121,40,0,"[1, 1, 1, 7, 29]",0.001,0.0033898353576660156,5.138686180114746,10
Energy,polynomial,maclaurin,20,0.5,rademacher,False,False,False,False,False,93.18141174316406,1.4142135381698608,7636.6904296875,0.9608029127120972,40,0,"[1, 1, 1, 7, 29]",0.001,0.0030901432037353516,5.234541893005371,11
Energy,polynomial,maclaurin,20,0.5,rademacher,False,False,False,False,False,92.96492767333984,1.4142135381698608,7743.72265625,0.9441493153572083,40,0,"[1, 1, 1, 7, 29]",0.001,0.002949953079223633,5.54066276550293,12
Energy,polynomial,maclaurin,20,0.5,rademacher,False,False,False,False,False,92.95565795898438,1.4142135381698608,8036.99560546875,0.9774333834648132,40,0,"[1, 1, 1, 7, 29]",0.001,0.006658077239990234,5.215072154998779,13
Energy,polynomial,maclaurin,20,0.5,rademacher,False,False,False,False,False,92.64307403564453,1.4142135381698608,8320.1953125,0.9781922101974487,40,0,"[1, 1, 1, 7, 29]",0.001,0.004043102264404297,5.184179067611694,14
Energy,polynomial,maclaurin,20,0.5,rademacher,False,False,False,False,False,92.94750213623047,1.4142135381698608,8439.5439453125,0.9849210381507874,40,0,"[1, 1, 1, 7, 29]",0.001,0.0031070709228515625,5.090097904205322,15
Energy,polynomial,maclaurin,20,0.5,rademacher,False,False,False,False,False,93.5306396484375,1.4142135381698608,8493.052734375,0.9842127561569214,40,0,"[1, 1, 1, 7, 29]",0.001,0.0029799938201904297,5.039212226867676,16
Energy,polynomial,maclaurin,20,0.5,rademacher,False,False,False,False,False,93.05558013916016,1.4142135381698608,8477.150390625,0.9582921266555786,40,0,"[1, 1, 1, 7, 29]",0.001,0.002794027328491211,5.106812000274658,17
Energy,polynomial,maclaurin,20,0.5,rademacher,False,False,False,False,False,93.79937744140625,1.4142135381698608,8694.5966796875,0.9781033396720886,40,0,"[1, 1, 1, 7, 29]",0.001,0.002859830856323242,5.019820690155029,18
Energy,polynomial,maclaurin,20,0.5,rademacher,False,False,False,False,False,93.68780517578125,1.4142135381698608,8932.1982421875,0.9798394441604614,40,0,"[1, 1, 1, 7, 29]",0.001,0.0038690567016601562,5.009152889251709,19
Energy,gaussian,maclaurin,0,0.0,rademacher,False,False,False,False,False,93.10662078857422,3.9052846431732178,4765.7412109375,0.11407177895307541,40,0,"[28, 11]",0.001,0.0020749568939208984,5.241714954376221,0
Energy,gaussian,maclaurin,0,0.0,rademacher,False,False,False,False,False,92.83836364746094,3.918534278869629,6467.3388671875,0.15441307425498962,40,0,"[28, 11]",0.001,0.008233070373535156,5.223800182342529,1
Energy,gaussian,maclaurin,0,0.0,rademacher,False,False,False,False,False,93.21243286132812,3.9100844860076904,3621.92578125,0.08467110246419907,40,0,"[28, 11]",0.001,0.0027189254760742188,5.266489028930664,2
Energy,gaussian,maclaurin,0,0.0,rademacher,False,False,False,False,False,93.38433837890625,3.905771255493164,3915.518310546875,0.0909307599067688,40,0,"[28, 11]",0.001,0.002360105514526367,5.3577940464019775,3
Energy,gaussian,maclaurin,0,0.0,rademacher,False,False,False,False,False,92.85735321044922,3.9055421352386475,5067.0888671875,0.11611383408308029,40,0,"[28, 11]",0.001,0.0038580894470214844,5.7031261920928955,4
Energy,gaussian,maclaurin,0,0.0,rademacher,False,False,False,False,False,92.97982025146484,3.9086029529571533,4185.5498046875,0.09490060061216354,40,0,"[28, 11]",0.001,0.0026056766510009766,5.447501182556152,5
Energy,gaussian,maclaurin,0,0.0,rademacher,False,False,False,False,False,92.8145523071289,3.893362045288086,3582.721923828125,0.08086351305246353,40,0,"[28, 11]",0.001,0.0023200511932373047,5.253859043121338,6
Energy,gaussian,maclaurin,0,0.0,rademacher,False,False,False,False,False,93.28455352783203,3.9103429317474365,3554.490478515625,0.07935388386249542,40,0,"[28, 11]",0.001,0.0021262168884277344,5.763514757156372,7
Energy,gaussian,maclaurin,0,0.0,rademacher,False,False,False,False,False,93.21905517578125,3.9085960388183594,4913.900390625,0.10762965679168701,40,0,"[28, 11]",0.001,0.002541065216064453,5.32267689704895,8
Energy,gaussian,maclaurin,0,0.0,rademacher,False,False,False,False,False,93.1471176147461,3.9018750190734863,4384.021484375,0.09480496495962143,40,0,"[28, 11]",0.001,0.0021190643310546875,5.183568716049194,9
Energy,gaussian,maclaurin,0,0.0,rademacher,False,False,False,False,False,93.39947509765625,3.908175468444824,3519.6484375,0.07441038638353348,40,0,"[28, 11]",0.001,0.002518892288208008,5.211935997009277,10
Energy,gaussian,maclaurin,0,0.0,rademacher,False,False,False,False,False,93.72145080566406,3.9105782508850098,3762.820556640625,0.0798078402876854,40,0,"[28, 11]",0.001,0.002621889114379883,5.279490947723389,11
Energy,gaussian,maclaurin,0,0.0,rademacher,False,False,False,False,False,93.20429992675781,3.920236349105835,4932.7783203125,0.1036260649561882,40,0,"[28, 11]",0.001,0.002370119094848633,5.290083169937134,12
Energy,gaussian,maclaurin,0,0.0,rademacher,False,False,False,False,False,93.13694763183594,3.8895604610443115,3687.581298828125,0.07728802412748337,40,0,"[28, 11]",0.001,0.002269268035888672,5.250295877456665,13
Energy,gaussian,maclaurin,0,0.0,rademacher,False,False,False,False,False,93.01551818847656,3.90251088142395,5746.08447265625,0.1184629574418068,40,0,"[28, 11]",0.001,0.0021207332611083984,5.2505810260772705,14
Energy,gaussian,maclaurin,0,0.0,rademacher,False,False,False,False,False,92.84477996826172,3.901299238204956,4284.61376953125,0.08781518042087555,40,0,"[28, 11]",0.001,0.002184152603149414,5.2843170166015625,15
Energy,gaussian,maclaurin,0,0.0,rademacher,False,False,False,False,False,93.02638244628906,3.904554843902588,5305.919921875,0.10686490684747696,40,0,"[28, 11]",0.001,0.0020232200622558594,5.258884906768799,16
Energy,gaussian,maclaurin,0,0.0,rademacher,False,False,False,False,False,93.08806610107422,3.917973756790161,3993.64892578125,0.0801413357257843,40,0,"[28, 11]",0.001,0.0024819374084472656,5.750182151794434,17
Energy,gaussian,maclaurin,0,0.0,rademacher,False,False,False,False,False,93.3113784790039,3.908280611038208,4743.89794921875,0.09431571513414383,40,0,"[28, 11]",0.001,0.0026879310607910156,5.561612844467163,18
Energy,gaussian,maclaurin,0,0.0,rademacher,False,False,False,False,False,93.08220672607422,3.9019205570220947,3369.45068359375,0.06603950262069702,40,0,"[28, 11]",0.001,0.002537965774536133,5.214639663696289,19
